72,593,11/8/13 4:55,14,40
73,4154,11/8/13 18:31,14,40
74,6070,11/10/13 19:58,15,41
75,7256,11/7/13 11:12,15,41
76,6071,11/8/13 11:28,15,41
77,5365,11/9/13 7:35,15,41
78,886,11/8/13 23:59,15,44
79,9682,11/13/13 7:13,15,41
80,8084,11/9/13 6:20,15,44
81,4991,11/8/13 20:28,16,47
82,6867,11/7/13 7:58,16,48
83,8415,11/6/13 11:29,16,47
84,8790,11/8/13 2:15,16,46
85,2832,11/10/13 0:44,16,48
86,7454,11/11/13 7:56,16,48
87,2497,11/11/13 4:54,16,45
88,9679,11/9/13 14:17,17,50
89,3313,11/12/13 13:20,17,50
90,1793,11/10/13 10:11,17,50
91,6010,11/10/13 1:42,17,50
92,434,11/11/13 0:18,17,50
93,3654,11/11/13 9:42,17,50
94,4170,11/11/13 3:55,18,52
95,5579,11/6/13 10:07,18,51
96,2289,11/10/13 17:23,19,57
97,8743,11/8/13 4:24,19,56
98,3187,11/10/13 17:03,19,57
99,6930,11/10/13 13:23,19,55
100,4573,11/8/13 15:18,19,56
101,6539,11/12/13 6:44,20,58
102,6390,11/11/13 2:06,20,58
103,3310,11/9/13 10:25,20,58
104,5690,11/11/13 6:23,20,58
105,8672,11/8/13 12:28,20,58
106,7028,11/7/13 22:40,21,60
107,3779,11/8/13 5:40,21,60
108,822,11/11/13 1:44,21,63
109,1826,11/10/13 2:53,21,59
110,3751,11/7/13 21:31,21,62
111,5889,11/9/13 20:25,21,62
112,7797,11/11/13 13:48,22,64
113,4564,11/6/13 18:33,22,64
114,4548,11/8/13 1:47,22,65
115,7870,11/10/13 7:07,22,66
116,6858,11/9/13 6:00,22,67
117,7912,11/10/13 8:21,22,65
118,785,11/11/13 14:35,23,72
119,1664,11/12/13 15:45,23,69
120,1810,11/10/13 22:19,23,70
121,4890,11/9/13 22:01,23,70
122,4847,11/8/13 4:09,23,69
123,4480,11/12/13 10:13,24,73
124,4636,11/13/13 2:57,24,73
125,3128,11/8/13 6:34,25,74
126,4221,11/10/13 22:36,25,74
127,5790,11/8/13 6:20,25,74
128,1143,11/6/13 8:40,25,74
129,1195,11/10/13 10:40,25,74
130,9173,11/9/13 18:43,25,74
131,4911,11/12/13 5:43,25,74
132,6509,11/12/13 21:23,26,75
133,1628,11/12/13 18:37,26,77
134,9088,11/12/13 11:28,26,75
135,1257,11/7/13 21:05,26,76
136,4694,11/6/13 15:30,26,76
137,4838,11/12/13 9:10,26,75
138,4112,11/10/13 11:20,27,78
139,294,11/8/13 6:10,27,82
140,2924,11/9/13 22:17,27,80
141,4589,11/11/13 6:02,28,85
142,3220,11/8/13 1:28,29,87
143,8521,11/7/13 15:56,29,87
144,9430,11/10/13 3:24,29,88
145,7916,11/8/13 11:35,29,88
146,4589,11/8/13 12:53,29,87
147,8111,11/10/13 4:31,29,88
148,7863,11/13/13 4:29,29,86
149,3091,11/12/13 7:52,29,88
150,717,11/6/13 23:53,30,91
151,5184,11/7/13 12:32,30,89
152,6377,11/8/13 4:15,30,90
153,3068,11/8/13 12:03,30,89
154,250,11/12/13 14:25,30,89
155,2515,11/7/13 21:05,30,89
156,6380,11/12/13 19:11,30,91
157,1159,11/9/13 8:04,30,89
158,5091,11/11/13 1:40,31,94
159,2264,11/12/13 8:31,31,92
160,2397,11/9/13 23:32,31,92
161,5435,11/6/13 20:50,31,93
162,3357,11/9/13 5:29,32,97
163,4371,11/9/13 0:00,32,97
164,3654,11/8/13 1:40,33,103
165,9646,11/13/13 2:23,33,103
166,4895,11/9/13 14:56,33,102
167,3590,11/6/13 10:13,33,102
168,4096,11/7/13 3:33,33,101
169,1814,11/12/13 21:54,33,101
170,2462,11/13/13 7:03,33,101
171,56,11/11/13 20:40,33,103
172,1710,11/6/13 11:27,34,107
173,4758,11/9/13 21:51,34,107
174,6619,11/8/13 15:52,34,107
175,5824,11/7/13 21:51,34,105
176,2091,11/10/13 4:35,34,107
177,2820,11/9/13 16:45,34,106
178,9558,11/12/13 2:34,35,110
179,2964,11/12/13 0:39,35,111
180,5870,11/10/13 17:07,35,109
181,9570,11/6/13 19:04,35,111
182,7443,11/7/13 21:54,35,109
183,6647,11/8/13 9:51,35,112
184,8787,11/7/13 2:19,36,117
185,1985,11/13/13 7:49,37,118
186,9242,11/8/13 9:07,37,118
187,821,11/7/13 1:34,37,118
188,44,11/12/13 3:37,37,118
189,7264,11/11/13 8:53,38,122
190,7070,11/10/13 23:45,38,120
191,2661,11/9/13 7:22,38,123
192,343,11/11/13 17:16,38,119
193,5893,11/8/13 14:42,38,121
194,8775,11/7/13 4:14,38,121
195,2259,11/12/13 17:02,38,120
196,8165,11/12/13 4:22,38,120
197,7878,11/11/13 9:57,39,124
198,9237,11/7/13 8:17,39,126
199,8435,11/6/13 19:17,40,128
200,8311,11/12/13 3:21,40,128
201,5438,11/7/13 2:11,40,130
202,4683,11/8/13 20:18,40,131
203,6675,11/11/13 13:23,40,129
204,2667,11/12/13 1:29,40,127
205,9298,11/11/13 2:34,40,131
206,6478,11/8/13 5:16,40,131
207,8142,11/11/13 13:38,40,131
208,3163,11/9/13 15:14,41,135
209,4710,11/7/13 11:06,41,134
210,3633,11/10/13 16:05,41,133
211,6890,11/10/13 17:10,41,132
212,3490,11/9/13 1:00,42,139
213,6470,11/12/13 4:10,42,139
214,1594,11/10/13 0:30,43,141
215,6498,11/10/13 17:38,43,141
216,5395,11/8/13 18:05,43,144
217,7730,11/10/13 14:39,43,142
218,2584,11/9/13 12:03,43,143
219,2450,11/9/13 17:06,43,144
220,7117,11/9/13 13:30,44,146
221,6370,11/7/13 14:32,44,146
222,8861,11/9/13 10:37,44,145
223,6622,11/11/13 12:30,44,146
224,8845,11/12/13 1:50,44,146
225,4990,11/10/13 16:40,44,145
226,6448,11/10/13 23:53,44,145
227,4050,11/8/13 20:21,44,145
228,9730,11/8/13 5:44,45,149
229,420,11/8/13 5:31,45,147
230,6014,11/8/13 13:31,46,152
231,4474,11/6/13 17:58,46,153
232,4126,11/12/13 7:06,46,154
233,6039,11/6/13 21:39,46,152
234,6180,11/7/13 15:37,46,153
235,2060,11/7/13 10:10,47,156
236,7097,11/10/13 7:22,47,157
237,8480,11/8/13 1:57,47,156
238,5465,11/11/13 2:05,48,159
239,8410,11/13/13 7:46,48,158
240,4094,11/6/13 21:47,48,158
241,8136,11/11/13 13:28,49,163
242,386,11/8/13 0:22,49,160
243,4713,11/8/13 19:02,50,164
244,6476,11/9/13 6:19,50,164
245,7947,11/9/13 21:20,50,164
246,8825,11/11/13 5:31,50,164
247,1396,11/9/13 3:50,52,166
248,3647,11/6/13 11:26,52,166
249,877,11/8/13 17:13,52,166
250,4129,11/7/13 1:11,52,166
251,2686,11/9/13 11:19,52,166
252,6875,11/12/13 16:28,54,172
253,3924,11/10/13 17:44,54,171
254,4969,11/12/13 15:56,54,173
255,2145,11/8/13 16:06,54,172
256,6672,11/12/13 8:06,54,172
257,4890,11/7/13 0:12,54,171
258,440,11/7/13 21:13,54,175
259,9637,11/6/13 10:10,54,171
260,6473,11/9/13 15:59,56,181
261,2799,11/9/13 15:35,56,181
262,4514,11/9/13 2:55,56,182
263,3290,11/7/13 6:54,57,185
264,3127,11/6/13 18:21,57,185
265,3579,11/12/13 12:20,57,186
266,3738,11/11/13 6:28,57,186
267,7820,11/10/13 15:37,57,186
268,6047,11/11/13 20:23,58,187
269,2039,11/12/13 21:47,58,188
270,1260,11/10/13 0:51,58,187
271,5895,11/12/13 11:19,58,187
272,9222,11/13/13 5:18,59,193
273,2371,11/8/13 1:39,59,193
274,579,11/11/13 17:34,59,189
275,7367,11/6/13 18:28,60,196
276,3929,11/6/13 22:20,61,198
277,925,11/7/13 15:48,61,198
278,1485,11/7/13 13:57,61,197
279,8420,11/7/13 11:44,61,197
280,2217,11/13/13 8:14,62,202
281,6658,11/9/13 10:04,62,199
282,3545,11/11/13 6:21,62,202
283,3865,11/11/13 0:09,62,199
284,3915,11/7/13 0:05,62,202
285,2661,11/8/13 11:58,62,203
286,5070,11/13/13 6:31,62,200
287,2259,11/12/13 0:51,63,204
288,7969,11/12/13 15:59,63,204
289,6438,11/8/13 8:52,63,204
290,1110,11/7/13 13:11,64,207
291,5144,11/10/13 16:11,64,208
292,2833,11/9/13 1:44,64,206
293,3952,11/11/13 12:26,64,205
294,2343,11/7/13 19:54,64,206
295,7994,11/9/13 11:33,64,208
296,9765,11/8/13 0:34,65,210
297,1676,11/7/13 8:43,65,211
298,6371,11/7/13 11:27,65,210
299,634,11/8/13 2:56,66,212
300,1591,11/10/13 17:07,66,213
301,798,11/12/13 2:42,66,213
302,1892,11/12/13 4:01,67,214
303,6192,11/6/13 10:31,67,215
304,6020,11/8/13 8:13,67,216
305,6443,11/13/13 5:31,67,215
306,8910,11/12/13 5:11,67,216
307,6734,11/11/13 16:13,68,217
308,9841,11/10/13 1:15,68,217
309,8644,11/11/13 12:21,68,217
310,6089,11/8/13 1:05,68,217
311,3520,11/8/13 20:36,69,219
312,9220,11/10/13 17:54,69,220
313,3597,11/10/13 17:22,70,224
314,166,11/12/13 20:52,70,223
315,3628,11/10/13 15:40,70,225
316,969,11/12/13 13:07,70,224
317,1360,11/6/13 17:47,70,225
318,2758,11/6/13 16:13,70,224
319,4733,11/8/13 7:41,70,222
320,1942,11/7/13 5:31,71,227
321,2567,11/10/13 10:15,72,231
322,1248,11/8/13 17:20,73,237
323,3222,11/12/13 22:03,73,236
324,2555,11/10/13 9:26,73,236
325,6540,11/7/13 23:39,74,241
326,7184,11/11/13 1:06,74,238
327,7920,11/8/13 0:41,74,238
328,3895,11/6/13 13:54,74,239
329,8957,11/9/13 0:20,74,238
330,5150,11/8/13 8:54,74,241
331,333,11/11/13 8:35,74,239
332,1125,11/6/13 18:07,74,238
333,7934,11/10/13 20:37,74,239
334,6289,11/11/13 0:40,75,242
335,9281,11/6/13 23:56,75,243
336,3640,11/11/13 23:21,76,244
337,2397,11/8/13 23:48,76,245
338,4318,11/12/13 22:21,76,244
339,3274,11/12/13 20:53,77,247
340,5421,11/12/13 17:13,77,248
341,1495,11/8/13 18:34,77,249
342,3365,11/9/13 21:01,77,248
343,5188,11/9/13 4:45,78,250
344,141,11/8/13 23:36,79,251
345,9894,11/8/13 9:54,79,251
346,4617,11/11/13 18:42,79,251
347,7652,11/10/13 11:17,79,251
348,4243,11/10/13 18:43,79,251
349,1444,11/13/13 1:30,79,251
350,5265,11/12/13 3:49,79,251
351,390,11/12/13 0:40,81,255
352,2488,11/12/13 6:46,81,254
353,8910,11/7/13 5:04,81,254
354,7980,11/9/13 1:58,81,255
355,7990,11/9/13 9:07,81,255
356,4950,11/13/13 7:30,81,254
357,4620,11/8/13 16:27,81,255
358,660,11/7/13 16:01,81,254
359,3742,11/6/13 17:28,82,257
360,7442,11/11/13 1:24,82,258
361,2864,11/9/13 14:40,82,256
362,4432,11/10/13 20:11,82,258
363,8721,11/12/13 13:49,82,256
364,7153,11/13/13 4:31,82,257
365,462,11/6/13 21:48,82,257
366,8959,11/12/13 22:12,83,259
367,639,11/8/13 13:58,84,261
368,8761,11/11/13 2:34,84,260
369,7138,11/9/13 0:20,84,260
370,5567,11/10/13 13:56,84,261
371,3534,11/10/13 14:42,84,261
372,4473,11/11/13 16:54,84,260
373,747,11/8/13 12:02,84,261
374,7389,11/7/13 8:06,84,261
375,2092,11/7/13 19:04,85,265
376,8644,11/8/13 20:18,85,262
377,5799,11/6/13 12:07,86,268
378,7186,11/12/13 18:07,86,269
379,7648,11/13/13 8:22,86,271
380,7120,11/7/13 5:51,87,272
381,3057,11/10/13 14:05,87,272
382,8481,11/8/13 14:13,87,274
383,7180,11/9/13 1:23,87,273
384,944,11/12/13 15:48,87,273
385,6890,11/11/13 23:27,88,276
386,897,11/8/13 12:27,88,275
387,1022,11/8/13 12:16,88,276
388,7528,11/8/13 7:51,88,276
389,2140,11/8/13 18:58,88,275
390,5183,11/7/13 12:27,88,276
391,4459,11/10/13 6:04,88,275
392,2633,11/11/13 23:32,88,276
393,9837,11/7/13 0:23,88,276
394,160,11/6/13 20:35,89,281
395,5286,11/12/13 4:15,89,278
396,3964,11/11/13 3:01,89,277
397,1190,11/10/13 4:23,89,279
398,9682,11/7/13 9:03,89,279
399,7009,11/7/13 7:58,89,280
400,95,11/12/13 9:21,89,279
401,7723,11/7/13 4:10,90,282
402,9644,11/9/13 12:09,90,282
403,3534,11/7/13 15:26,90,282
404,165,11/13/13 8:24,90,282
405,9613,11/11/13 10:12,90,282
406,9015,11/12/13 6:54,92,286
407,38,11/11/13 23:01,92,290
408,7348,11/12/13 21:02,92,290
409,1271,11/9/13 5:41,92,289
410,1720,11/6/13 9:05,93,291
411,5660,11/11/13 0:47,93,291
412,5528,11/11/13 12:16,94,292
413,53,11/7/13 19:27,94,292
414,9826,11/11/13 15:59,94,292
415,6934,11/7/13 22:29,94,292
416,1536,11/9/13 2:45,94,292
417,2352,11/13/13 0:58,94,292
418,2355,11/12/13 11:11,95,295
419,9541,11/11/13 22:42,95,296
420,5270,11/11/13 1:29,95,295
421,7233,11/12/13 20:51,95,295
422,864,11/10/13 5:37,95,296
423,6117,11/11/13 15:30,95,293
424,4393,11/11/13 4:22,95,294
425,638,11/12/13 22:27,95,294
426,4133,11/8/13 14:56,96,298
427,6390,11/8/13 4:05,96,298
428,2741,11/7/13 13:56,96,298
429,3152,11/13/13 0:37,96,298
430,5141,11/9/13 18:03,96,298
431,2162,11/11/13 15:41,96,298
432,4129,11/13/13 4:12,96,298
433,3950,11/8/13 5:04,97,299
434,9737,11/8/13 4:04,97,299
435,5228,11/9/13 3:37,97,299
436,2364,11/8/13 19:50,97,299
437,9699,11/9/13 3:36,97,299
438,9847,11/10/13 10:51,97,299
439,7678,11/10/13 2:17,97,299
440,3221,11/9/13 9:26,98,300
441,8619,11/7/13 18:45,98,301
442,3979,11/8/13 22:30,98,301
443,2270,11/8/13 3:29,98,301
444,1436,11/13/13 3:06,99,302
445,4140,11/6/13 17:32,99,304
446,44,11/10/13 5:20,99,302
447,3768,11/9/13 1:32,99,306
448,4955,11/8/13 6:00,99,303
449,5339,11/9/13 17:21,99,306
450,2173,11/13/13 7:46,99,304
451,1966,11/7/13 15:39,100,309
452,6470,11/9/13 2:03,100,311
453,8721,11/10/13 6:41,100,307
454,5239,11/10/13 0:08,101,314
455,1419,11/11/13 3:57,101,312
456,9450,11/9/13 22:07,101,313
457,5171,11/12/13 14:51,101,312
458,8109,11/7/13 11:43,102,315
459,7070,11/10/13 6:53,102,315
460,8230,11/9/13 4:10,102,315
461,1963,11/9/13 18:52,102,315
462,3196,11/11/13 9:04,102,315
463,9870,11/11/13 21:53,102,315
464,6351,11/8/13 3:41,102,315
465,6659,11/9/13 17:37,103,316
466,133,11/7/13 5:31,103,316
467,1776,11/6/13 20:20,103,317
468,2817,11/12/13 5:09,103,316
469,1064,11/10/13 5:35,103,317
470,8862,11/11/13 11:26,103,318
471,4184,11/12/13 10:52,104,319
472,8031,11/10/13 7:08,104,319
473,7356,11/10/13 21:42,104,319
474,4250,11/12/13 14:05,104,319
475,3090,11/10/13 1:44,104,319
476,872,11/12/13 8:52,104,319
477,3690,11/11/13 7:20,104,319
478,3350,11/9/13 5:16,104,319
479,1810,11/10/13 15:00,105,323
480,2487,11/9/13 23:47,106,326
481,1710,11/10/13 15:45,106,328
482,6936,11/10/13 2:26,106,327
483,4427,11/10/13 15:14,106,325
484,2643,11/11/13 9:05,106,326
485,5594,11/7/13 3:48,106,325
486,5439,11/12/13 8:43,106,328
487,6284,11/6/13 23:20,106,328
488,1420,11/8/13 10:42,106,328
489,2885,11/8/13 5:30,107,329
490,5992,11/9/13 0:52,107,332
491,5412,11/6/13 21:51,107,329
492,1310,11/12/13 7:11,108,336
493,3769,11/7/13 6:44,108,335
494,1630,11/10/13 12:00,108,334
495,9845,11/11/13 20:43,108,336
496,5054,11/8/13 0:41,108,335
497,2266,11/8/13 20:25,108,334
498,531,11/7/13 14:09,108,334
499,2665,11/9/13 9:01,109,338
500,2492,11/11/13 22:21,109,337
501,8738,11/7/13 12:25,109,338
502,7173,11/9/13 23:00,109,337
503,6978,11/11/13 15:25,109,338
504,6909,11/9/13 23:29,109,338
505,2546,11/12/13 15:33,109,338
506,4132,11/11/13 12:39,109,338
507,5453,11/10/13 3:18,109,337
508,735,11/12/13 12:07,110,342
509,6453,11/11/13 20:25,110,342
510,9890,11/12/13 23:33,110,339
511,4950,11/8/13 2:27,110,340
512,973,11/9/13 2:58,110,339
513,6330,11/6/13 14:53,110,342
514,7559,11/12/13 1:25,110,339
515,2280,11/10/13 6:07,110,342
516,7578,11/8/13 8:30,111,343
517,3175,11/12/13 12:19,111,343
518,8760,11/12/13 1:11,111,345
519,5070,11/10/13 20:25,111,344
520,6110,11/12/13 13:54,111,344
521,6433,11/10/13 3:28,111,344
522,2938,11/9/13 8:16,111,344
523,9596,11/9/13 14:18,112,346
524,5128,11/12/13 7:44,112,348
525,3426,11/10/13 4:40,112,347
526,3976,11/12/13 12:23,112,349
527,80,11/10/13 12:33,113,352
528,5879,11/9/13 13:37,113,351
529,3740,11/10/13 18:01,113,352
530,9370,11/9/13 22:12,114,353
531,640,11/7/13 17:06,114,354
532,2790,11/11/13 8:50,114,353
533,1854,11/10/13 2:33,114,354
534,9350,11/9/13 3:23,114,354
535,4873,11/8/13 2:50,114,354
536,3970,11/8/13 23:41,114,354
537,8789,11/11/13 20:04,114,354
538,4436,11/7/13 10:25,115,355
539,8420,11/10/13 8:50,115,357
540,4978,11/6/13 16:20,115,355
541,3228,11/7/13 8:50,115,355
542,5257,11/6/13 20:03,115,355
543,2049,11/12/13 4:52,115,356
544,1395,11/7/13 16:07,115,357
545,6611,11/7/13 21:00,116,359
546,5969,11/7/13 19:37,116,358
547,5813,11/7/13 1:55,117,364
548,7051,11/6/13 14:33,117,361
549,4798,11/7/13 19:55,117,364
550,3526,11/10/13 10:58,117,364
551,860,11/13/13 1:10,117,362
552,822,11/9/13 22:25,117,362
553,3013,11/11/13 20:20,117,363
554,5850,11/7/13 8:07,120,376
555,5455,11/12/13 22:01,120,373
556,165,11/6/13 12:32,120,374
557,1462,11/7/13 18:31,120,375
558,511,11/10/13 8:14,120,373
559,5129,11/11/13 10:35,120,376
560,8213,11/12/13 18:48,121,378
561,3325,11/11/13 3:53,121,377
562,668,11/12/13 5:36,121,378
563,597,11/10/13 13:08,121,377
564,3250,11/7/13 0:58,121,378
565,9086,11/8/13 13:44,121,379
566,7017,11/12/13 18:06,121,378
567,9100,11/8/13 15:40,121,377
568,5642,11/7/13 21:29,121,378
569,1345,11/6/13 14:37,122,382
570,6722,11/11/13 13:16,122,383
571,8248,11/6/13 14:20,122,381
572,7683,11/9/13 17:53,122,383
573,5376,11/12/13 14:38,122,383
574,4927,11/12/13 8:00,122,384
575,4243,11/6/13 15:14,123,386
576,3813,11/7/13 2:25,123,387
577,7137,11/8/13 6:35,123,385
578,767,11/9/13 11:15,123,385
579,2150,11/8/13 22:37,123,385
580,1814,11/7/13 21:12,123,387
581,8825,11/6/13 13:53,123,387
582,1218,11/9/13 2:51,123,385
583,5650,11/9/13 2:05,125,392
584,2669,11/9/13 6:10,125,391
585,1328,11/11/13 16:30,125,391
586,350,11/10/13 5:05,125,393
587,8081,11/10/13 0:32,125,392
588,9079,11/8/13 10:03,125,392
589,4588,11/9/13 22:16,126,394
590,4467,11/10/13 16:49,126,394
591,537,11/13/13 3:51,126,394
592,2176,11/11/13 17:27,126,394
593,6518,11/12/13 9:20,126,394
594,8150,11/11/13 8:40,126,394
595,9590,11/9/13 11:33,126,394
596,7031,11/7/13 10:18,126,394
597,4742,11/11/13 8:37,126,394
598,7513,11/10/13 8:13,127,397
599,1267,11/10/13 10:55,127,399
600,1495,11/11/13 23:46,127,399
601,6673,11/10/13 3:40,127,397
602,6745,11/8/13 20:43,127,398
603,1324,11/11/13 17:11,127,395
604,9487,11/6/13 10:28,128,400
605,5058,11/11/13 7:29,128,400
606,628,11/10/13 1:47,129,401
607,2290,11/11/13 19:34,129,401
608,7142,11/7/13 21:36,129,401
609,7468,11/13/13 1:08,129,401
610,3771,11/8/13 13:09,129,401
611,8264,11/12/13 18:50,129,401
612,5154,11/12/13 12:14,129,401
613,2777,11/8/13 15:49,129,401
614,8420,11/13/13 0:03,131,406
615,7295,11/12/13 14:57,131,406
616,7811,11/6/13 23:18,131,406
617,7420,11/10/13 16:51,131,406
618,3979,11/6/13 16:44,131,406
619,8670,11/8/13 1:56,131,406
620,613,11/9/13 4:16,132,409
621,5386,11/7/13 2:21,132,411
622,1054,11/8/13 5:08,132,409
623,6648,11/9/13 0:00,132,411
624,9334,11/9/13 0:23,132,411
625,4381,11/7/13 17:53,132,411
626,645,11/12/13 4:40,132,408
627,2224,11/9/13 22:15,132,407
628,4310,11/10/13 17:13,133,414
629,8130,11/8/13 3:08,133,414
630,4791,11/7/13 16:37,133,415
631,7009,11/12/13 21:39,133,412
632,8784,11/7/13 10:14,133,412
633,8332,11/11/13 10:17,134,417
634,9819,11/10/13 2:06,134,417
635,2356,11/11/13 10:40,134,416
636,7640,11/13/13 0:29,134,417
637,3597,11/7/13 0:43,134,416
638,6636,11/7/13 10:42,134,416
639,8679,11/10/13 12:41,135,422
640,480,11/8/13 9:02,136,425
641,748,11/7/13 2:03,136,425
642,9656,11/9/13 21:29,136,425
643,4953,11/7/13 13:43,136,425
644,1577,11/11/13 8:09,138,430
645,199,11/9/13 18:19,138,431
646,1791,11/9/13 9:51,138,430
647,7516,11/7/13 10:13,138,429
648,471,11/9/13 2:53,138,428
649,2927,11/10/13 13:40,138,430
650,9676,11/9/13 7:48,138,430
651,8730,11/6/13 18:20,138,430
652,6978,11/12/13 19:58,139,433
653,9570,11/7/13 18:12,139,433
654,7250,11/13/13 4:01,140,435
655,530,11/9/13 8:16,141,436
656,8678,11/8/13 15:04,141,436
657,8114,11/9/13 0:05,141,436
658,3422,11/13/13 1:18,141,436
659,6356,11/8/13 13:05,142,437
660,5826,11/11/13 23:38,142,438
661,7833,11/10/13 23:38,142,438
662,219,11/9/13 22:53,142,438
663,6472,11/8/13 13:58,142,437
664,4874,11/11/13 9:08,142,438
665,8145,11/12/13 12:20,142,437
666,9847,11/11/13 19:14,142,438
667,8316,11/12/13 11:56,142,437
668,8654,11/7/13 19:48,143,441
669,4430,11/13/13 7:45,143,442
670,4642,11/10/13 0:38,143,442
671,8373,11/7/13 22:02,143,444
672,8030,11/11/13 19:10,143,440
673,1536,11/12/13 18:49,143,442
674,73,11/9/13 4:07,143,440
675,5352,11/7/13 9:48,144,445
676,1777,11/10/13 17:15,144,448
677,5014,11/9/13 15:12,144,447
678,780,11/8/13 8:25,144,445
679,8570,11/6/13 11:17,144,445
680,2170,11/10/13 5:54,144,445
681,3411,11/7/13 13:38,145,450
682,1644,11/10/13 21:29,145,449
683,836,11/10/13 11:18,145,450
684,7194,11/11/13 3:49,145,452
685,3431,11/7/13 11:33,145,449
686,4542,11/7/13 22:53,145,449
687,3329,11/9/13 8:24,145,451
688,1564,11/11/13 13:39,146,454
689,5755,11/10/13 18:02,146,454
690,3579,11/11/13 17:11,146,454
691,3260,11/10/13 20:48,146,453
692,2533,11/11/13 22:31,147,456
693,4378,11/11/13 7:24,148,460
694,7118,11/10/13 12:06,148,462
695,2472,11/8/13 22:32,148,461
696,110,11/7/13 5:28,148,459
697,2350,11/11/13 16:17,148,461
698,2896,11/10/13 12:33,148,461
699,4856,11/7/13 18:01,150,472
700,4933,11/7/13 12:50,150,469
701,5654,11/9/13 19:32,150,471
702,5576,11/7/13 3:50,150,468
703,5046,11/11/13 14:27,150,469
704,8548,11/7/13 0:20,150,471
705,2614,11/7/13 4:46,151,473
706,3422,11/10/13 21:11,151,473
707,6986,11/11/13 19:47,151,473
708,7509,11/6/13 11:34,151,473
709,281,11/6/13 19:21,151,473
710,2030,11/7/13 23:02,151,473
711,5067,11/6/13 9:10,151,473
712,1944,11/13/13 8:34,151,473
713,7095,11/7/13 14:18,152,474
714,977,11/9/13 13:20,152,474
715,4368,11/8/13 5:53,152,475
716,3629,11/10/13 3:48,152,474
717,2347,11/12/13 23:11,152,475
718,8980,11/7/13 18:12,152,474
719,9131,11/9/13 8:48,152,474
720,5734,11/10/13 21:02,152,475
721,4247,11/9/13 10:29,152,475
722,7075,11/10/13 20:57,153,477
723,1628,11/6/13 22:14,153,477
724,8925,11/8/13 5:41,153,479
725,98,11/7/13 13:54,153,478
726,5446,11/9/13 16:45,153,479
727,6370,11/8/13 14:41,153,478
728,4847,11/8/13 0:17,153,477
729,759,11/9/13 4:55,154,481
730,9623,11/9/13 8:54,154,481
731,9112,11/11/13 20:56,154,480
732,4465,11/9/13 10:46,154,482
733,4559,11/7/13 12:58,155,483
734,7233,11/9/13 3:01,155,484
735,110,11/10/13 7:21,155,483
736,8796,11/12/13 3:12,155,485
737,2144,11/10/13 2:13,155,483
738,770,11/9/13 15:56,155,484
739,7845,11/7/13 23:00,156,487
740,892,11/9/13 14:13,156,488
741,3993,11/12/13 21:31,156,490
